Blancas,Negras,Result,ECO,Opening
catamarca2019,oscarhernadez,0-1,B42,"Sicilian Defense: Kan Variation, Modern Variation"
oscarhernadez,bsa-waldemar,0-1,A04,Zukertort : Dutch Variation
oscarhernadez,PerpetualChess,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,lulua,1/2-1/2,A46,Indian Defense: Wade-Tartakower Defense
lulua,oscarhernadez,0-1,B01,Scandinavian Defense
oscarhernadez,lulua,1-0,A46,Indian Defense: Wade-Tartakower Defense
lulua,oscarhernadez,1-0,B23,Sicilian Defense: Closed
oscarhernadez,mbrunocesar,1/2-1/2,A49,Indian Defense: Przepiorka Variation
ops12,oscarhernadez,0-1,E32,Nimzo-Indian Defense: Classical Variation
oscarhernadez,shijayson,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
Al_Hakobyan2008,oscarhernadez,1-0,B23,Sicilian Defense: Closed
CMshahmaty,oscarhernadez,0-1,E11,Bogo-Indian Defense: Nimzowitsch Variation
oscarhernadez,Qarabagh-qartali,1-0,A04,Zukertort : Sicilian Invitation
continious,oscarhernadez,0-1,B28,"Sicilian Defense: O'Kelly Variation, Marczy Bind, Paulsen Line"
oscarhernadez,continious,1-0,A08,Zukertort : Grnfeld Reversed
alfilnegrox1,oscarhernadez,1-0,A00,Hungarian : Indian Defense
emateo,oscarhernadez,1-0,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,emateo,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
emateo,oscarhernadez,0-1,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,emateo,1-0,C44,"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation"
emateo,oscarhernadez,1-0,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,emateo,1-0,A40,"Dutch Defense: Stonewall Variation, Modern Variation"
emateo,oscarhernadez,0-1,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,emateo,1-0,A04,Zukertort : The Walrus
oscarhernadez,betoking,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
